,country,brand_name,months_postgx,volume
64,COUNTRY_4253,BRAND_1F3E,-20,390394.93705030216
65,COUNTRY_4253,BRAND_1F3E,-19,355007.8192257042
66,COUNTRY_4253,BRAND_1F3E,-18,357147.4544896398
67,COUNTRY_4253,BRAND_1F3E,-17,363587.41672376636
68,COUNTRY_4253,BRAND_1F3E,-16,360345.2832579954
69,COUNTRY_4253,BRAND_1F3E,-15,350801.9584628225
70,COUNTRY_4253,BRAND_1F3E,-14,357272.02743269794
71,COUNTRY_4253,BRAND_1F3E,-13,386633.7570203214
72,COUNTRY_4253,BRAND_1F3E,-12,355338.12506683473
73,COUNTRY_4253,BRAND_1F3E,-11,374403.05313330016
74,COUNTRY_4253,BRAND_1F3E,-10,331380.7131666551
75,COUNTRY_4253,BRAND_1F3E,-9,319673.02644752
76,COUNTRY_4253,BRAND_1F3E,-8,370684.4349432121
77,COUNTRY_4253,BRAND_1F3E,-7,338293.5546007308
78,COUNTRY_4253,BRAND_1F3E,-6,337442.42176779185
79,COUNTRY_4253,BRAND_1F3E,-5,351789.83195758524
80,COUNTRY_4253,BRAND_1F3E,-4,340908.79648776347
81,COUNTRY_4253,BRAND_1F3E,-3,319110.6850717617
82,COUNTRY_4253,BRAND_1F3E,-2,342654.12269491376
83,COUNTRY_4253,BRAND_1F3E,-1,363057.59333736554
84,COUNTRY_4253,BRAND_1F3E,0,203206.01794030733
85,COUNTRY_4253,BRAND_1F3E,1,188807.63737310722
86,COUNTRY_4253,BRAND_1F3E,2,155467.33293392
87,COUNTRY_4253,BRAND_1F3E,3,142379.19161665757
88,COUNTRY_4253,BRAND_1F3E,4,166760.23770598948
89,COUNTRY_4253,BRAND_1F3E,5,158953.4725587183
90,COUNTRY_445D,BRAND_1D20,-24,720204.4734931501
91,COUNTRY_445D,BRAND_1D20,-23,815404.1165948219
92,COUNTRY_445D,BRAND_1D20,-22,738402.178159641
93,COUNTRY_445D,BRAND_1D20,-21,707721.9247683864
94,COUNTRY_445D,BRAND_1D20,-20,763381.4834385269
95,COUNTRY_445D,BRAND_1D20,-19,737691.5744814322
96,COUNTRY_445D,BRAND_1D20,-18,710947.9341870496
97,COUNTRY_445D,BRAND_1D20,-17,764836.1957789708
98,COUNTRY_445D,BRAND_1D20,-16,785872.5249477548
99,COUNTRY_445D,BRAND_1D20,-15,784693.8806204228
100,COUNTRY_445D,BRAND_1D20,-14,787195.9764811555
101,COUNTRY_445D,BRAND_1D20,-13,756071.5836428778
102,COUNTRY_445D,BRAND_1D20,-12,707551.4384458571
103,COUNTRY_445D,BRAND_1D20,-11,810807.3599974329
104,COUNTRY_445D,BRAND_1D20,-10,733927.3948014991
105,COUNTRY_445D,BRAND_1D20,-9,707653.194825807
106,COUNTRY_445D,BRAND_1D20,-8,724839.4048667205
107,COUNTRY_445D,BRAND_1D20,-7,702960.0234570394
108,COUNTRY_445D,BRAND_1D20,-6,671722.5326600947
109,COUNTRY_445D,BRAND_1D20,-5,740019.0006921515
110,COUNTRY_445D,BRAND_1D20,-4,743483.7338523539
111,COUNTRY_445D,BRAND_1D20,-3,713805.028095189
112,COUNTRY_445D,BRAND_1D20,-2,754987.5892842703
113,COUNTRY_445D,BRAND_1D20,-1,709967.8301854186
114,COUNTRY_445D,BRAND_1D20,0,339123.6390930124
115,COUNTRY_445D,BRAND_1D20,1,232826.0935837216
116,COUNTRY_445D,BRAND_1D20,2,196064.43023804302
117,COUNTRY_445D,BRAND_1D20,3,179471.2116844362
118,COUNTRY_445D,BRAND_1D20,4,185679.40822669657
119,COUNTRY_445D,BRAND_1D20,5,188079.17784248386
120,COUNTRY_445D,BRAND_A942,-24,5134665.031805796
121,COUNTRY_445D,BRAND_A942,-23,5426521.379940175
122,COUNTRY_445D,BRAND_A942,-22,5413956.016876226
123,COUNTRY_445D,BRAND_A942,-21,5098503.594041294
124,COUNTRY_445D,BRAND_A942,-20,5724487.965137093
125,COUNTRY_445D,BRAND_A942,-19,5090059.030267451
126,COUNTRY_445D,BRAND_A942,-18,5123229.968462057
127,COUNTRY_445D,BRAND_A942,-17,5904486.993944189
128,COUNTRY_445D,BRAND_A942,-16,5506716.365323459
129,COUNTRY_445D,BRAND_A942,-15,5596062.320588597
130,COUNTRY_445D,BRAND_A942,-14,5393245.587992329
131,COUNTRY_445D,BRAND_A942,-13,5629596.608409471
132,COUNTRY_445D,BRAND_A942,-12,5044455.794020263
133,COUNTRY_445D,BRAND_A942,-11,5395929.925412972
134,COUNTRY_445D,BRAND_A942,-10,5381146.958340659
135,COUNTRY_445D,BRAND_A942,-9,5098008.456266129
136,COUNTRY_445D,BRAND_A942,-8,5435466.460525971
137,COUNTRY_445D,BRAND_A942,-7,4850411.93242554
138,COUNTRY_445D,BRAND_A942,-6,4840564.047422922
139,COUNTRY_445D,BRAND_A942,-5,5712899.819559677
140,COUNTRY_445D,BRAND_A942,-4,5209692.303250754
141,COUNTRY_445D,BRAND_A942,-3,5090516.850739169
142,COUNTRY_445D,BRAND_A942,-2,5172579.13727895
143,COUNTRY_445D,BRAND_A942,-1,5286314.914302511
144,COUNTRY_445D,BRAND_A942,0,1946034.997979427
145,COUNTRY_445D,BRAND_A942,1,1835642.2462418908
146,COUNTRY_445D,BRAND_A942,2,1703053.690205173
147,COUNTRY_445D,BRAND_A942,3,1531731.517418043
148,COUNTRY_445D,BRAND_A942,4,1649554.0196145554
149,COUNTRY_445D,BRAND_A942,5,1537434.021818231
150,COUNTRY_445D,BRAND_8CF3,-24,121191.57978019514
151,COUNTRY_445D,BRAND_8CF3,-23,115667.26707486258
152,COUNTRY_445D,BRAND_8CF3,-22,114632.91215873304
153,COUNTRY_445D,BRAND_8CF3,-21,111789.67859289798
154,COUNTRY_445D,BRAND_8CF3,-20,110238.16844294923
155,COUNTRY_445D,BRAND_8CF3,-19,115934.81231687422
156,COUNTRY_445D,BRAND_8CF3,-18,123032.50895281667
157,COUNTRY_445D,BRAND_8CF3,-17,117445.79404528766
158,COUNTRY_445D,BRAND_8CF3,-16,124779.06670664527
159,COUNTRY_445D,BRAND_8CF3,-15,118715.44896319794
160,COUNTRY_445D,BRAND_8CF3,-14,109240.64659300148
161,COUNTRY_445D,BRAND_8CF3,-13,132943.68044054788
162,COUNTRY_445D,BRAND_8CF3,-12,119062.40485441596
163,COUNTRY_445D,BRAND_8CF3,-11,115015.20478794561
164,COUNTRY_445D,BRAND_8CF3,-10,113938.22644030576
165,COUNTRY_445D,BRAND_8CF3,-9,111778.82221283979
166,COUNTRY_445D,BRAND_8CF3,-8,104672.39531127448
167,COUNTRY_445D,BRAND_8CF3,-7,110476.43921248103
168,COUNTRY_445D,BRAND_8CF3,-6,116244.38941202172
169,COUNTRY_445D,BRAND_8CF3,-5,113634.94513537204
170,COUNTRY_445D,BRAND_8CF3,-4,118048.67007894955
171,COUNTRY_445D,BRAND_8CF3,-3,107990.75470743897
172,COUNTRY_445D,BRAND_8CF3,-2,104771.02892697456
173,COUNTRY_445D,BRAND_8CF3,-1,124837.03710232484
174,COUNTRY_445D,BRAND_8CF3,0,68087.81684293503
175,COUNTRY_445D,BRAND_8CF3,1,58000.99357166449
176,COUNTRY_445D,BRAND_8CF3,2,53454.14346726623
177,COUNTRY_445D,BRAND_8CF3,3,49785.17744642735
178,COUNTRY_445D,BRAND_8CF3,4,47089.09217091222
179,COUNTRY_445D,BRAND_8CF3,5,51909.39469559754
180,COUNTRY_445D,BRAND_0D48,-24,318069.07275688724
181,COUNTRY_445D,BRAND_0D48,-23,320225.45200064377
182,COUNTRY_445D,BRAND_0D48,-22,297584.97570218384
183,COUNTRY_445D,BRAND_0D48,-21,311098.3088624892
184,COUNTRY_445D,BRAND_0D48,-20,299812.8691489998
185,COUNTRY_445D,BRAND_0D48,-19,284886.69199211913
186,COUNTRY_445D,BRAND_0D48,-18,339985.86388934805
187,COUNTRY_445D,BRAND_0D48,-17,316259.34260460985
188,COUNTRY_445D,BRAND_0D48,-16,308056.7007973212
189,COUNTRY_445D,BRAND_0D48,-15,328036.7628445899
190,COUNTRY_445D,BRAND_0D48,-14,306980.5431437564
191,COUNTRY_445D,BRAND_0D48,-13,301695.3117947127
192,COUNTRY_445D,BRAND_0D48,-12,312481.0220391057
193,COUNTRY_445D,BRAND_0D48,-11,318420.21404663025
194,COUNTRY_445D,BRAND_0D48,-10,295781.5840867586
195,COUNTRY_445D,BRAND_0D48,-9,311068.0967577679
196,COUNTRY_445D,BRAND_0D48,-8,284675.7307584662
197,COUNTRY_445D,BRAND_0D48,-7,271473.8281051346
198,COUNTRY_445D,BRAND_0D48,-6,321227.69415108475
199,COUNTRY_445D,BRAND_0D48,-5,305997.44620540284
200,COUNTRY_445D,BRAND_0D48,-4,291440.58212527045
201,COUNTRY_445D,BRAND_0D48,-3,298402.0858342898
202,COUNTRY_445D,BRAND_0D48,-2,294420.3313402337
203,COUNTRY_445D,BRAND_0D48,-1,283298.5269198765
204,COUNTRY_445D,BRAND_0D48,0,120547.98969857676
205,COUNTRY_445D,BRAND_0D48,1,108323.42247599621
206,COUNTRY_445D,BRAND_0D48,2,93610.51132285333
207,COUNTRY_445D,BRAND_0D48,3,93462.53776442233
208,COUNTRY_445D,BRAND_0D48,4,86393.32049413459
209,COUNTRY_445D,BRAND_0D48,5,86049.00061619157
210,COUNTRY_D8B0,BRAND_5CBB,-24,55335.70506628137
211,COUNTRY_D8B0,BRAND_5CBB,-23,52813.32076276272
212,COUNTRY_D8B0,BRAND_5CBB,-22,52341.03746819215
213,COUNTRY_D8B0,BRAND_5CBB,-21,51042.825708604934
214,COUNTRY_D8B0,BRAND_5CBB,-20,50334.41091427171
215,COUNTRY_D8B0,BRAND_5CBB,-19,52935.481102867976
216,COUNTRY_D8B0,BRAND_5CBB,-18,56176.267702141544
217,COUNTRY_D8B0,BRAND_5CBB,-17,53625.390743749565
218,COUNTRY_D8B0,BRAND_5CBB,-16,56973.740636501956
219,COUNTRY_D8B0,BRAND_5CBB,-15,54205.111300250785
220,COUNTRY_D8B0,BRAND_5CBB,-14,49878.94548518833
221,COUNTRY_D8B0,BRAND_5CBB,-13,60701.67832308681
222,COUNTRY_D8B0,BRAND_5CBB,-12,54363.530300170336
223,COUNTRY_D8B0,BRAND_5CBB,-11,52515.59111472013
224,COUNTRY_D8B0,BRAND_5CBB,-10,52023.84609154396
225,COUNTRY_D8B0,BRAND_5CBB,-9,51037.8687186385
226,COUNTRY_D8B0,BRAND_5CBB,-8,47793.095906754024
227,COUNTRY_D8B0,BRAND_5CBB,-7,50443.20461968129
228,COUNTRY_D8B0,BRAND_5CBB,-6,53076.83305870046
229,COUNTRY_D8B0,BRAND_5CBB,-5,51885.36877428835
230,COUNTRY_D8B0,BRAND_5CBB,-4,53900.662098828434
231,COUNTRY_D8B0,BRAND_5CBB,-3,49308.2486688776
232,COUNTRY_D8B0,BRAND_5CBB,-2,47838.13171433983
233,COUNTRY_D8B0,BRAND_5CBB,-1,57000.209742059604
234,COUNTRY_D8B0,BRAND_5CBB,0,26055.997101541783
235,COUNTRY_D8B0,BRAND_5CBB,1,26483.07646169822
236,COUNTRY_D8B0,BRAND_5CBB,2,24406.998595447905
237,COUNTRY_D8B0,BRAND_5CBB,3,19245.60863778831
238,COUNTRY_D8B0,BRAND_5CBB,4,18203.374689290227
239,COUNTRY_D8B0,BRAND_5CBB,5,15988.971665145702
240,COUNTRY_907E,BRAND_0721,-24,56835.11818984454
241,COUNTRY_907E,BRAND_0721,-23,51964.66455903972
242,COUNTRY_907E,BRAND_0721,-22,54422.22956436762
243,COUNTRY_907E,BRAND_0721,-21,55022.76207017617
244,COUNTRY_907E,BRAND_0721,-20,55651.60087725089
245,COUNTRY_907E,BRAND_0721,-19,57650.77245183892
246,COUNTRY_907E,BRAND_0721,-18,54298.826387239744
247,COUNTRY_907E,BRAND_0721,-17,52778.992596090575
248,COUNTRY_907E,BRAND_0721,-16,60985.620919592446
249,COUNTRY_907E,BRAND_0721,-15,59339.04136149024
250,COUNTRY_907E,BRAND_0721,-14,54576.55987989239
251,COUNTRY_907E,BRAND_0721,-13,58669.523190631866
252,COUNTRY_907E,BRAND_0721,-12,55836.60072870581
253,COUNTRY_907E,BRAND_0721,-11,51671.71912280571
254,COUNTRY_907E,BRAND_0721,-10,54092.425977148385
255,COUNTRY_907E,BRAND_0721,-9,55017.41857134512
256,COUNTRY_907E,BRAND_0721,-8,52841.828279681016
257,COUNTRY_907E,BRAND_0721,-7,54936.49345737672
258,COUNTRY_907E,BRAND_0721,-6,51302.97652951783
259,COUNTRY_907E,BRAND_0721,-5,51066.434321558416
260,COUNTRY_907E,BRAND_0721,-4,57696.14754710652
261,COUNTRY_907E,BRAND_0721,-3,53978.38205733261
262,COUNTRY_907E,BRAND_0721,-2,52343.54164173633
263,COUNTRY_907E,BRAND_0721,-1,55091.971420183196
264,COUNTRY_907E,BRAND_0721,0,26762.027754892664
265,COUNTRY_907E,BRAND_0721,1,21839.282883529013
266,COUNTRY_907E,BRAND_0721,2,21269.322981085123
267,COUNTRY_907E,BRAND_0721,3,20746.236719301247
268,COUNTRY_907E,BRAND_0721,4,20126.329571092556
269,COUNTRY_907E,BRAND_0721,5,21854.245709921895
270,COUNTRY_0309,BRAND_749B,-24,427171.5695445233
271,COUNTRY_0309,BRAND_749B,-23,407699.6777408875
272,COUNTRY_0309,BRAND_749B,-22,404053.822032178
273,COUNTRY_0309,BRAND_749B,-21,394032.09818715294
274,COUNTRY_0309,BRAND_749B,-20,388563.3929592822
275,COUNTRY_0309,BRAND_749B,-19,408642.7112516443
276,COUNTRY_0309,BRAND_749B,-18,433660.4081710626
277,COUNTRY_0309,BRAND_749B,-17,413968.56340779265
278,COUNTRY_0309,BRAND_749B,-16,439816.6099332335
279,COUNTRY_0309,BRAND_749B,-15,418443.795804692
280,COUNTRY_0309,BRAND_749B,-14,385047.3650712889
281,COUNTRY_0309,BRAND_749B,-13,468594.93652788276
282,COUNTRY_0309,BRAND_749B,-12,419666.7330160324
283,COUNTRY_0309,BRAND_749B,-11,405401.31286233413
284,COUNTRY_0309,BRAND_749B,-10,401605.2196687213
285,COUNTRY_0309,BRAND_749B,-9,393993.83202280855
286,COUNTRY_0309,BRAND_749B,-8,368945.3629880708
287,COUNTRY_0309,BRAND_749B,-7,389403.2408990655
288,COUNTRY_0309,BRAND_749B,-6,409733.8970738685
289,COUNTRY_0309,BRAND_749B,-5,400536.22501350736
290,COUNTRY_0309,BRAND_749B,-4,416093.5584116312
291,COUNTRY_0309,BRAND_749B,-3,380641.792675211
292,COUNTRY_0309,BRAND_749B,-2,369293.0230854551
293,COUNTRY_0309,BRAND_749B,-1,440020.94182621216
294,COUNTRY_0309,BRAND_749B,0,203187.92371487373
295,COUNTRY_0309,BRAND_749B,1,173086.78708868191
296,COUNTRY_0309,BRAND_749B,2,159518.05959832028
297,COUNTRY_0309,BRAND_749B,3,148569.11715132731
298,COUNTRY_0309,BRAND_749B,4,140523.44914946065
299,COUNTRY_0309,BRAND_749B,5,154908.2143994277
300,COUNTRY_A8F8,BRAND_83CB,-24,278068.90746650705
301,COUNTRY_A8F8,BRAND_83CB,-23,314825.2200454716
302,COUNTRY_A8F8,BRAND_83CB,-22,285094.989699051
303,COUNTRY_A8F8,BRAND_83CB,-21,273249.4307567086
304,COUNTRY_A8F8,BRAND_83CB,-20,294739.42872132343
305,COUNTRY_A8F8,BRAND_83CB,-19,284820.6276314526
306,COUNTRY_A8F8,BRAND_83CB,-18,274494.98385661346
307,COUNTRY_A8F8,BRAND_83CB,-17,295301.08903596015
308,COUNTRY_A8F8,BRAND_83CB,-16,303423.1561493425
309,COUNTRY_A8F8,BRAND_83CB,-15,302968.0849126933
310,COUNTRY_A8F8,BRAND_83CB,-14,303934.13703813456
311,COUNTRY_A8F8,BRAND_83CB,-13,291917.0971131798
312,COUNTRY_A8F8,BRAND_83CB,-12,273183.6064704287
313,COUNTRY_A8F8,BRAND_83CB,-11,313050.425342065
314,COUNTRY_A8F8,BRAND_83CB,-10,283367.2885178679
315,COUNTRY_A8F8,BRAND_83CB,-9,273222.89432053437
316,COUNTRY_A8F8,BRAND_83CB,-8,279858.44134287897
317,COUNTRY_A8F8,BRAND_83CB,-7,271410.87414696295
318,COUNTRY_A8F8,BRAND_83CB,-6,259350.16742048017
319,COUNTRY_A8F8,BRAND_83CB,-5,285719.24029971974
320,COUNTRY_A8F8,BRAND_83CB,-4,287056.96396012406
321,COUNTRY_A8F8,BRAND_83CB,-3,275598.09972273937
322,COUNTRY_A8F8,BRAND_83CB,-2,291498.5699613893
323,COUNTRY_A8F8,BRAND_83CB,-1,274116.56847741484
324,COUNTRY_A8F8,BRAND_83CB,0,264198.6591177956
325,COUNTRY_A8F8,BRAND_83CB,1,266978.1322133908
326,COUNTRY_A8F8,BRAND_83CB,2,224824.0932651853
327,COUNTRY_A8F8,BRAND_83CB,3,205796.9025037789
328,COUNTRY_A8F8,BRAND_83CB,4,212915.7468384252
329,COUNTRY_A8F8,BRAND_83CB,5,215667.5260737494
330,COUNTRY_8DBB,BRAND_1112,-24,171900.29408482072
331,COUNTRY_8DBB,BRAND_1112,-23,157086.14748912363
332,COUNTRY_8DBB,BRAND_1112,-22,148571.22931360317
333,COUNTRY_8DBB,BRAND_1112,-21,149212.91705014443
334,COUNTRY_8DBB,BRAND_1112,-20,156280.96002615106
335,COUNTRY_8DBB,BRAND_1112,-19,142190.27820257074
336,COUNTRY_8DBB,BRAND_1112,-18,158398.4465658454
337,COUNTRY_8DBB,BRAND_1112,-17,162332.90374647142
338,COUNTRY_8DBB,BRAND_1112,-16,155364.63854129676
339,COUNTRY_8DBB,BRAND_1112,-15,172210.24393655168
340,COUNTRY_8DBB,BRAND_1112,-14,148286.04604621508
341,COUNTRY_8DBB,BRAND_1112,-13,152200.49145824194
342,COUNTRY_8DBB,BRAND_1112,-12,168880.23446877074
343,COUNTRY_8DBB,BRAND_1112,-11,156200.59053627853
344,COUNTRY_8DBB,BRAND_1112,-10,147670.87435245156
345,COUNTRY_8DBB,BRAND_1112,-9,149198.4263372497
346,COUNTRY_8DBB,BRAND_1112,-8,148390.5498298308
347,COUNTRY_8DBB,BRAND_1112,-7,135495.76104472388
348,COUNTRY_8DBB,BRAND_1112,-6,149659.06866063204
349,COUNTRY_8DBB,BRAND_1112,-5,157065.5702134621
350,COUNTRY_8DBB,BRAND_1112,-4,146984.50181724303
351,COUNTRY_8DBB,BRAND_1112,-3,156652.8566709589
352,COUNTRY_8DBB,BRAND_1112,-2,142218.8727759694
353,COUNTRY_8DBB,BRAND_1112,-1,142919.60577743672
354,COUNTRY_8DBB,BRAND_1112,0,81765.89064275361
355,COUNTRY_8DBB,BRAND_1112,1,66690.11051392458
356,COUNTRY_8DBB,BRAND_1112,2,58655.042768920175
357,COUNTRY_8DBB,BRAND_1112,3,56260.47079845988
358,COUNTRY_8DBB,BRAND_1112,4,34298.8745318665
359,COUNTRY_8DBB,BRAND_1112,5,32710.52207377842
360,COUNTRY_D5B9,BRAND_E356,-24,201555.73169707888
361,COUNTRY_D5B9,BRAND_E356,-23,192461.81268742125
362,COUNTRY_D5B9,BRAND_E356,-22,215933.7152959597
363,COUNTRY_D5B9,BRAND_E356,-21,198158.80724403236
364,COUNTRY_D5B9,BRAND_E356,-20,203981.28717699554
365,COUNTRY_D5B9,BRAND_E356,-19,203003.18487456656
366,COUNTRY_D5B9,BRAND_E356,-18,207795.04776618
367,COUNTRY_D5B9,BRAND_E356,-17,193396.1340765326
368,COUNTRY_D5B9,BRAND_E356,-16,208596.2315391168
369,COUNTRY_D5B9,BRAND_E356,-15,223610.7455562107
370,COUNTRY_D5B9,BRAND_E356,-14,202076.87947408573
371,COUNTRY_D5B9,BRAND_E356,-13,226119.4776209288
372,COUNTRY_D5B9,BRAND_E356,-12,198014.66547073843
373,COUNTRY_D5B9,BRAND_E356,-11,191376.8290710628
374,COUNTRY_D5B9,BRAND_E356,-10,214625.13763428977
375,COUNTRY_D5B9,BRAND_E356,-9,198139.5631836651
376,COUNTRY_D5B9,BRAND_E356,-8,193682.5532305793
377,COUNTRY_D5B9,BRAND_E356,-7,193445.51102077265
378,COUNTRY_D5B9,BRAND_E356,-6,196330.29234318063
379,COUNTRY_D5B9,BRAND_E356,-5,187120.86936638705
380,COUNTRY_D5B9,BRAND_E356,-4,197344.86213593392
381,COUNTRY_D5B9,BRAND_E356,-3,203409.8626944013
382,COUNTRY_D5B9,BRAND_E356,-2,193808.83622679475
383,COUNTRY_D5B9,BRAND_E356,-1,212331.15800450358
384,COUNTRY_D5B9,BRAND_E356,0,113237.98046303811
385,COUNTRY_D5B9,BRAND_E356,1,81708.6659963002
386,COUNTRY_D5B9,BRAND_E356,2,85249.35389207744
387,COUNTRY_D5B9,BRAND_E356,3,74715.43354831659
388,COUNTRY_D5B9,BRAND_E356,4,73769.56902129427
389,COUNTRY_D5B9,BRAND_E356,5,76954.41523965143
390,COUNTRY_EA71,BRAND_FF98,-24,9878.167033218975
391,COUNTRY_EA71,BRAND_FF98,-23,9945.136997233913
392,COUNTRY_EA71,BRAND_FF98,-22,9241.999139002852
393,COUNTRY_EA71,BRAND_FF98,-21,9661.678301695485
394,COUNTRY_EA71,BRAND_FF98,-20,9311.190096203138
395,COUNTRY_EA71,BRAND_FF98,-19,8847.632700178718
396,COUNTRY_EA71,BRAND_FF98,-18,10558.829638237785
397,COUNTRY_EA71,BRAND_FF98,-17,9821.962836519513
398,COUNTRY_EA71,BRAND_FF98,-16,9567.216076063492
399,COUNTRY_EA71,BRAND_FF98,-15,10187.730320112154
400,COUNTRY_EA71,BRAND_FF98,-14,9533.794200230515
401,COUNTRY_EA71,BRAND_FF98,-13,9369.652500999782
402,COUNTRY_EA71,BRAND_FF98,-12,9704.620772018878
403,COUNTRY_EA71,BRAND_FF98,-11,9889.072313264836
404,COUNTRY_EA71,BRAND_FF98,-10,9185.991796166667
405,COUNTRY_EA71,BRAND_FF98,-9,9660.740014252822
406,COUNTRY_EA71,BRAND_FF98,-8,8841.080946229504
407,COUNTRY_EA71,BRAND_FF98,-7,8431.07377880652
408,COUNTRY_EA71,BRAND_FF98,-6,9976.263303491785
409,COUNTRY_EA71,BRAND_FF98,-5,9503.26248055488
410,COUNTRY_EA71,BRAND_FF98,-4,9051.174719814553
411,COUNTRY_EA71,BRAND_FF98,-3,9267.375860793221
412,COUNTRY_EA71,BRAND_FF98,-2,9143.715815392896
413,COUNTRY_EA71,BRAND_FF98,-1,8798.309577613063
414,COUNTRY_EA71,BRAND_FF98,0,3743.8194397211064
415,COUNTRY_EA71,BRAND_FF98,1,3364.1650587188915
416,COUNTRY_EA71,BRAND_FF98,2,2907.2309951334573
417,COUNTRY_EA71,BRAND_FF98,3,2450.105120422812
418,COUNTRY_EA71,BRAND_FF98,4,2264.7867474617624
419,COUNTRY_EA71,BRAND_FF98,5,2255.7604582533745
420,COUNTRY_EA71,BRAND_9709,-24,23484.31884875122
421,COUNTRY_EA71,BRAND_9709,-23,22424.7384944277
422,COUNTRY_EA71,BRAND_9709,-22,25159.573372128914
423,COUNTRY_EA71,BRAND_9709,-21,23088.525306742908
424,COUNTRY_EA71,BRAND_9709,-20,23766.933080537536
425,COUNTRY_EA71,BRAND_9709,-19,23652.96923468937
426,COUNTRY_EA71,BRAND_9709,-18,24211.294394081404
427,COUNTRY_EA71,BRAND_9709,-17,22533.60119569825
428,COUNTRY_EA71,BRAND_9709,-16,24304.644531146077
429,COUNTRY_EA71,BRAND_9709,-15,26054.0645628543
430,COUNTRY_EA71,BRAND_9709,-14,23545.040518432837
